Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-01-07,408.0,410.0,403.0,405.5,405.449166005,2518.0,113.0,1020921.0,1398.0,55.52,7.0,-2.5
2013-01-04,405.0,409.9,401.1,406.15,405.894067797,5192.0,150.0,2107402.0,3239.0,62.38,8.8,1.15
2013-01-03,406.9,409.05,402.0,404.85,404.971830986,3266.0,167.0,1322638.0,1501.0,45.96,7.05,-2.05
2013-01-02,415.9,415.9,393.0,402.15,406.290601758,14790.0,331.0,6009038.0,11344.0,76.7,22.9,-13.75
2013-01-01,413.05,413.25,406.4,407.85,408.591302512,4737.0,186.0,1935497.0,2500.0,52.78,6.85,-5.2
2012-12-31,401.0,418.0,395.0,410.55,404.648009016,7986.0,355.0,3231519.0,5332.0,66.77,23.0,9.55
2012-12-28,398.0,403.3,395.15,399.55,399.102134496,4357.0,198.0,1738888.0,3411.0,78.29,8.15,1.55
2012-12-27,406.0,406.0,394.0,395.55,398.597170084,3463.0,184.0,1380342.0,2323.0,67.08,12.0,-10.45
2012-12-26,395.0,409.75,394.6,405.15,404.898347365,6414.0,345.0,2597018.0,3464.0,54.01,15.15,10.15
2012-12-24,401.55,401.55,389.0,394.45,394.879023459,7332.0,300.0,2895253.0,4162.0,56.76,12.55,-7.1
2012-12-21,404.0,407.0,396.0,397.0,400.222222222,5049.0,239.0,2020722.0,2938.0,58.19,11.0,-7.0
2012-12-20,406.9,406.9,400.15,402.4,402.48511619,5207.0,186.0,2095740.0,3448.0,66.22,6.75,-4.5
2012-12-19,412.0,412.0,402.1,403.85,406.149846154,6500.0,275.0,2639974.0,4614.0,70.98,9.9,-8.15
2012-12-18,410.35,413.0,406.3,408.0,408.060939869,29685.0,223.0,12113289.0,26648.0,89.77,6.7,-2.35
2012-12-17,413.0,415.0,410.0,410.5,412.828956229,1485.0,79.0,613051.0,943.0,63.5,5.0,-2.5
2012-12-14,411.0,414.65,409.1,411.9,411.956993918,2302.0,164.0,948325.0,1098.0,47.7,5.55,0.9
2012-12-13,415.0,416.6,408.0,409.55,413.46494922,4037.0,173.0,1669158.0,1879.0,46.54,8.6,-5.45
2012-12-12,412.0,418.0,411.0,413.35,416.36606471,5316.0,226.0,2213402.0,3037.0,57.13,7.0,1.35
2012-12-11,416.0,417.0,413.0,414.6,415.501209352,3721.0,208.0,1546080.0,2071.0,55.66,4.0,-1.4
2012-12-10,420.65,420.65,413.05,415.1,416.4881589,2618.0,138.0,1090366.0,1644.0,62.8,7.6,-5.55
2012-12-07,422.0,424.0,416.7,417.65,419.385193754,5187.0,194.0,2175351.0,3262.0,62.89,7.3,-4.35
2012-12-06,419.1,424.0,414.0,418.5,418.745750185,2706.0,199.0,1133126.0,1545.0,57.1,10.0,-0.6
2012-12-05,425.45,427.5,417.15,419.1,421.411706958,8149.0,282.0,3434084.0,5017.0,61.57,10.35,-6.35
2012-12-04,420.0,431.0,418.5,424.55,425.814445637,6521.0,362.0,2776736.0,2612.0,40.06,12.5,4.55
2012-12-03,421.0,426.7,416.1,417.65,420.206882198,7207.0,324.0,3028431.0,3095.0,42.94,10.6,-3.35
2012-11-30,427.0,429.0,413.05,418.45,418.708055982,11718.0,502.0,4906421.0,4752.0,40.55,15.95,-8.55
2012-11-29,423.0,433.0,420.0,423.15,426.30204918,14640.0,553.0,6241062.0,8363.0,57.12,13.0,0.15
2012-11-27,414.0,428.75,412.05,422.3,418.475519288,6740.0,226.0,2820525.0,4814.0,71.42,16.7,8.3
2012-11-26,408.45,414.0,408.45,411.15,411.634290791,3377.0,111.0,1390089.0,2073.0,61.39,5.55,2.7
2012-11-23,415.6,415.6,410.0,411.8,411.606934643,3259.0,102.0,1341427.0,2587.0,79.38,5.6,-3.8
2012-11-22,413.25,417.7,411.75,413.0,414.095306651,3473.0,240.0,1438153.0,1287.0,37.06,5.95,-0.25
2012-11-21,410.0,413.0,408.15,410.05,410.663118347,3194.0,105.0,1311658.0,2273.0,71.16,4.85,0.05
2012-11-20,407.25,411.9,407.0,410.15,409.7608,2500.0,104.0,1024402.0,2103.0,84.12,4.9,2.9
2012-11-19,410.0,410.0,401.2,404.85,405.790490664,4606.0,351.0,1869071.0,2544.0,55.23,8.8,-5.15
2012-11-16,416.0,419.0,406.05,409.55,412.572329026,3173.0,235.0,1309092.0,2081.0,65.58,12.95,-6.45
2012-11-13,421.0,421.95,413.05,418.95,418.27232581,4076.0,239.0,1704878.0,2338.0,57.36,8.9,-2.05
2012-11-12,415.95,417.25,411.0,413.95,412.95525049,5609.0,204.0,2316266.0,2843.0,50.69,6.25,-2.0
2012-11-09,415.0,418.0,411.0,411.6,412.979704162,2907.0,226.0,1200532.0,1657.0,57.0,7.0,-3.4
2012-11-08,409.0,422.0,409.0,417.65,414.83551468,5654.0,287.0,2345480.0,3029.0,53.57,13.0,8.65
2012-11-07,418.45,418.45,411.0,412.35,412.495998933,7498.0,389.0,3092895.0,2912.0,38.84,7.45,-6.1
2012-11-06,420.1,420.1,412.0,414.25,415.043348281,2676.0,142.0,1110656.0,1254.0,46.86,8.1,-5.85
2012-11-05,415.5,420.0,415.0,417.3,417.366426295,5963.0,191.0,2488756.0,3623.0,60.76,5.0,1.8
2012-11-02,425.0,427.4,411.65,415.35,420.50473648,11612.0,513.0,4882901.0,5982.0,51.52,15.75,-9.65
2012-10-31,414.8,420.1,405.25,408.65,413.297463002,23650.0,650.0,9774485.0,13155.0,55.62,14.85,-6.15
2012-10-30,415.0,419.0,408.0,414.7,413.087219867,3302.0,216.0,1364014.0,1523.0,46.12,11.0,-0.3
2012-10-29,428.6,428.6,414.0,415.75,419.326145553,2226.0,178.0,933420.0,786.0,35.31,14.6,-12.85
2012-10-26,422.3,431.4,417.1,424.2,425.264471121,15911.0,825.0,6766383.0,7482.0,47.02,14.3,1.9
2012-10-25,419.0,422.0,411.0,417.2,414.878798908,5495.0,480.0,2279759.0,3783.0,68.84,11.0,-1.8
2012-10-23,426.95,428.8,414.85,418.65,419.077047523,59340.0,499.0,24868032.0,53574.0,90.28,13.95,-8.3
2012-10-22,423.75,426.4,420.0,424.6,423.435883548,7385.0,517.0,3127074.0,3699.0,50.09,6.4,0.85
2012-10-19,419.95,426.4,418.1,421.3,421.754510516,18734.0,2275.0,7901149.0,13990.0,74.68,8.3,1.35
2012-10-18,415.3,420.3,414.05,419.1,417.199468085,8272.0,508.0,3451074.0,4837.0,58.47,6.25,3.8
2012-10-17,415.8,417.0,411.25,413.75,414.089759408,9726.0,720.0,4027437.0,5919.0,60.86,5.75,-2.05
2012-10-16,402.4,414.05,402.4,411.4,411.077062053,14391.0,711.0,5915810.0,5914.0,41.1,11.65,9.0
2012-10-15,404.75,405.7,398.3,404.05,403.129866518,3596.0,246.0,1449655.0,2088.0,58.06,7.4,-0.7
2012-10-12,404.0,408.9,400.0,400.6,403.861000794,8813.0,327.0,3559227.0,4765.0,54.07,8.9,-3.4
2012-10-11,395.0,403.7,391.25,400.8,399.314746966,17468.0,685.0,6975230.0,9082.0,51.99,12.45,5.8
2012-10-10,398.0,400.0,393.05,394.7,397.725352469,19789.0,225.0,7870587.0,18100.0,91.46,6.95,-3.3
2012-10-09,404.25,408.0,397.15,400.15,401.068523553,18023.0,511.0,7228458.0,11766.0,65.28,10.85,-4.1
2012-10-08,406.0,411.95,400.15,401.7,405.442441462,10207.0,516.0,4138351.0,5052.0,49.5,11.8,-4.3
2012-10-05,421.0,423.6,406.0,408.1,411.528472821,11590.0,505.0,4769615.0,5632.0,48.59,17.6,-12.9
2012-10-04,411.05,429.0,411.05,417.15,422.839441701,42128.0,1291.0,17813380.0,14745.0,35.0,17.95,6.1
2012-10-03,409.9,419.15,407.6,410.55,413.098263517,12151.0,697.0,5019557.0,3802.0,31.29,11.55,0.65
2012-10-01,405.6,416.95,403.85,408.3,409.552572514,11584.0,500.0,4744257.0,4498.0,38.83,13.1,2.7
2012-09-28,404.0,411.0,400.0,404.7,404.603419746,12691.0,503.0,5134822.0,4742.0,37.37,11.0,0.7
2012-09-27,401.25,408.0,395.15,400.45,402.026824485,14278.0,645.0,5740139.0,7027.0,49.22,12.85,-0.8
2012-09-26,403.0,404.65,395.1,401.1,400.667678045,11865.0,441.0,4753922.0,4136.0,34.86,9.55,-1.9
2012-09-25,408.0,409.95,400.5,401.5,404.815627509,7474.0,429.0,3025592.0,2263.0,30.28,9.45,-6.5
2012-09-24,405.0,414.95,401.2,405.4,408.984206605,20135.0,950.0,8234897.0,8007.0,39.77,13.75,0.4
2012-09-21,398.6,406.5,395.0,404.9,401.917436798,26186.0,890.0,10524610.0,11710.0,44.72,11.5,6.3
2012-09-20,374.2,398.4,374.2,395.05,391.424391627,38792.0,1673.0,15184135.0,14090.0,36.32,24.2,20.85
2012-09-18,375.5,382.0,371.0,379.85,379.11819545,15339.0,552.0,5815294.0,10235.0,66.73,11.0,4.35
2012-09-17,375.0,378.0,369.5,374.05,373.451212811,12739.0,472.0,4757395.0,6819.0,53.53,8.5,-0.95
2012-09-14,373.7,375.65,370.05,370.55,372.753412496,9011.0,445.0,3358881.0,3538.0,39.26,5.6,-3.15
2012-09-13,371.75,374.0,366.0,367.65,369.986126121,182285.0,607.0,67442921.0,175221.0,96.12,8.0,-4.1
2012-09-11,379.0,381.0,374.75,375.4,377.361030479,5512.0,291.0,2080014.0,2727.0,49.47,6.25,-3.6
2012-09-10,380.0,385.0,379.55,381.8,382.218904489,5057.0,348.0,1932881.0,2255.0,44.59,5.45,1.8
2012-09-08,382.0,385.0,380.0,380.35,381.03985932,853.0,33.0,325027.0,800.0,93.79,5.0,-1.65
2012-09-07,387.0,388.4,378.1,380.75,382.716504637,8949.0,496.0,3424930.0,3001.0,33.53,10.3,-6.25
2012-09-06,379.7,385.0,379.0,379.7,381.458347218,6002.0,330.0,2289513.0,2371.0,39.5,6.0,0.0
2012-09-05,374.5,382.9,374.5,376.6,378.410995488,10859.0,545.0,4109165.0,4959.0,45.67,8.4,2.1
2012-09-04,375.0,379.45,371.15,376.65,374.158211883,7136.0,331.0,2669993.0,2834.0,39.71,8.3,1.65
2012-09-03,378.1,381.95,373.05,376.4,377.356276006,5768.0,335.0,2176591.0,1901.0,32.96,8.9,-1.7
2012-08-31,379.95,379.95,372.25,375.85,375.844995234,5245.0,253.0,1971307.0,1950.0,37.18,7.7,-4.1
2012-08-30,373.9,381.0,366.55,378.55,373.915692614,16084.0,830.0,6014060.0,4934.0,30.68,14.45,4.65
2012-08-29,387.0,390.0,374.05,376.05,379.991443312,7947.0,484.0,3019792.0,3493.0,43.95,15.95,-10.95
2012-08-28,400.0,409.0,385.0,387.2,395.264843656,24977.0,965.0,9872530.0,7147.0,28.61,24.0,-12.8
2012-08-27,394.0,399.95,391.05,395.65,396.456952652,13369.0,544.0,5300233.0,4629.0,34.62,8.9,1.65
2012-08-24,403.0,405.0,390.9,391.85,395.864457323,17773.0,1050.0,7035699.0,7523.0,42.33,14.1,-11.15
2012-08-23,386.2,405.5,386.2,403.65,399.008373647,46097.0,2002.0,18393089.0,16551.0,35.9,19.3,17.45
2012-08-22,380.0,391.0,379.8,385.05,386.930836247,16873.0,727.0,6528684.0,4734.0,28.06,11.2,5.05
2012-08-21,382.7,384.5,380.35,382.0,382.516867716,4891.0,201.0,1870890.0,2149.0,43.94,4.15,-0.7
2012-08-17,379.8,389.55,379.8,382.35,384.477112676,15904.0,696.0,6114724.0,4412.0,27.74,9.75,2.55
2012-08-16,373.4,384.35,373.0,378.4,380.173713049,14783.0,839.0,5620108.0,3404.0,23.03,11.35,5.0
2012-08-14,371.0,373.25,369.0,372.0,371.373026238,16846.0,557.0,6256150.0,7707.0,45.75,4.25,1.0
2012-08-13,373.4,375.25,367.0,371.6,371.402972327,5854.0,299.0,2174193.0,2857.0,48.8,8.25,-1.8
2012-08-10,378.0,385.0,372.05,374.8,375.621490468,5770.0,353.0,2167336.0,1922.0,33.31,12.95,-3.2
2012-08-09,381.4,384.6,375.6,377.15,378.901309164,8937.0,402.0,3386241.0,5085.0,56.9,9.0,-4.25
2012-08-08,384.6,389.4,379.3,380.9,384.706131605,4012.0,251.0,1543441.0,1314.0,32.75,10.1,-3.7
2012-08-07,383.0,392.15,381.6,384.5,386.817265026,7437.0,467.0,2876760.0,1781.0,23.95,10.55,1.5
2012-08-06,386.0,389.4,380.05,381.85,385.371657299,5871.0,294.0,2262517.0,2898.0,49.36,9.35,-4.15
2012-08-03,387.8,389.3,382.65,385.65,386.047898838,7829.0,439.0,3022369.0,2256.0,28.82,6.65,-2.15
2012-08-02,383.05,393.5,379.8,391.35,388.361340264,17698.0,801.0,6873219.0,6082.0,34.37,13.7,8.3
2012-08-01,363.0,386.65,363.0,383.55,378.020098272,31545.0,1169.0,11924644.0,13209.0,41.87,23.65,20.55
2012-07-31,367.0,367.7,361.55,364.3,364.350379016,8311.0,415.0,3028116.0,2410.0,29.0,6.15,-2.7
2012-07-30,358.55,369.0,347.4,367.1,357.265421154,37789.0,1270.0,13500703.0,16620.0,43.98,21.6,8.55
2012-07-27,384.8,389.8,358.4,362.0,372.180536256,19431.0,835.0,7231840.0,9060.0,46.63,31.4,-22.8
2012-07-25,379.8,380.95,370.5,377.55,376.163820951,10835.0,528.0,4075735.0,2341.0,21.61,10.45,-2.25
2012-07-24,379.7,382.3,373.45,380.6,378.290679173,11941.0,613.0,4517169.0,4097.0,34.31,8.85,0.9
2012-07-23,390.0,390.0,378.05,380.4,382.989066898,9238.0,499.0,3538053.0,4840.0,52.39,11.95,-9.6
2012-07-20,398.7,399.0,386.55,388.7,393.881464439,9997.0,421.0,3937633.0,3907.0,39.08,12.45,-10.0
2012-07-19,391.5,396.95,391.0,394.65,394.092406506,9653.0,563.0,3804174.0,4186.0,43.36,5.95,3.15
2012-07-18,382.4,390.0,378.0,387.05,384.155981706,12463.0,515.0,4787736.0,5024.0,40.31,12.0,4.65
2012-07-17,404.65,404.9,382.2,384.2,392.408649078,15123.0,754.0,5934396.0,5605.0,37.06,22.7,-20.45
2012-07-16,403.0,409.0,402.4,406.8,406.42497478,22799.0,675.0,9266083.0,14951.0,65.58,6.6,3.8
2012-07-13,407.0,409.0,400.15,402.6,404.962250116,10755.0,519.0,4355369.0,6580.0,61.18,8.85,-4.4
2012-07-12,408.0,411.6,399.9,403.85,404.994675186,10329.0,696.0,4183190.0,4299.0,41.62,11.7,-4.15
2012-07-11,415.95,417.0,409.8,410.95,412.217131306,11873.0,554.0,4894254.0,3434.0,28.92,7.2,-5.0
2012-07-10,410.0,422.45,410.0,413.8,417.029025648,44409.0,1798.0,18519842.0,10545.0,23.75,12.45,3.8
2012-07-09,410.5,412.5,401.15,407.3,407.706887107,20081.0,855.0,8187162.0,4445.0,22.14,11.35,-3.2
2012-07-06,420.2,422.75,407.0,410.45,413.89586153,38420.0,1410.0,15901879.0,11925.0,31.04,15.75,-9.75
2012-07-05,398.05,419.5,398.05,418.3,414.308707376,125721.0,3867.0,52087305.0,41537.0,33.04,21.45,20.25
2012-07-04,389.6,400.95,388.2,397.55,394.704705185,35429.0,1309.0,13983993.0,13141.0,37.09,12.75,7.95
2012-07-03,386.05,392.0,386.05,388.65,389.417680329,12907.0,474.0,5026214.0,5416.0,41.96,5.95,2.6
2012-07-02,386.5,395.5,385.5,387.3,390.18818747,12546.0,628.0,4895301.0,3259.0,25.98,10.0,0.8
2012-06-29,384.0,393.85,382.5,391.15,388.676978753,25698.0,914.0,9988221.0,10425.0,40.57,11.35,7.15
2012-06-28,388.45,388.45,376.95,379.25,383.477403419,25911.0,767.0,9936283.0,5779.0,22.3,11.5,-9.2
2012-06-27,373.0,386.8,371.1,384.15,380.344785994,56377.0,1401.0,21442698.0,16967.0,30.1,15.7,11.15
2012-06-26,371.8,373.95,367.7,370.1,370.928535226,5919.0,205.0,2195526.0,2176.0,36.76,6.25,-1.7
2012-06-25,374.0,380.0,371.0,371.7,376.216061591,14158.0,533.0,5326467.0,4933.0,34.84,9.0,-2.3
2012-06-22,372.55,374.65,366.0,370.95,370.660372629,11969.0,450.0,4436434.0,3256.0,27.2,8.65,-1.6
2012-06-21,373.9,378.0,372.05,374.4,375.295578885,20289.0,829.0,7614372.0,5455.0,26.89,5.95,0.5
2012-06-20,367.9,376.2,367.0,372.7,371.677498876,60037.0,2273.0,22314402.0,14991.0,24.97,9.2,4.8
2012-06-19,354.5,368.0,348.25,365.9,360.234142967,40471.0,1482.0,14579036.0,9361.0,23.13,19.75,11.4
2012-06-18,360.75,362.35,351.05,354.55,358.444482256,20570.0,635.0,7373203.0,5197.0,25.26,11.3,-6.2
2012-06-15,345.5,357.0,345.5,356.1,352.622172628,16579.0,630.0,5846123.0,7361.0,44.4,11.5,10.6
2012-06-14,355.9,358.5,343.7,344.5,349.326546463,18025.0,901.0,6296611.0,7777.0,43.15,14.8,-11.4
2012-06-13,351.55,361.65,350.05,355.9,357.613207839,32299.0,1571.0,11550549.0,8247.0,25.53,11.6,4.35
2012-06-12,345.65,350.5,339.0,348.2,344.878961482,24612.0,960.0,8488161.0,5183.0,21.06,11.5,2.55
2012-06-08,347.3,355.0,344.4,352.65,350.950225155,41527.0,1237.0,14573910.0,6341.0,15.27,10.6,5.35
2012-06-07,354.0,354.0,347.0,350.8,351.321220638,19924.0,804.0,6999724.0,4556.0,22.87,7.0,-3.2
2012-06-06,345.6,351.0,342.55,349.75,346.944050621,42038.0,1351.0,14584834.0,11619.0,27.64,8.45,4.15
2012-06-05,333.35,346.5,333.35,342.4,343.113482385,23616.0,781.0,8102968.0,11150.0,47.21,13.15,9.05
2012-06-04,336.4,337.45,327.0,335.65,333.196333024,14017.0,802.0,4670413.0,3359.0,23.96,10.45,-0.75
2012-06-01,344.0,345.7,335.35,339.0,340.753804722,31934.0,1096.0,10881632.0,8324.0,26.07,10.35,-5.0
2012-05-31,345.4,350.5,342.7,344.0,345.383468944,24826.0,837.0,8574490.0,13394.0,53.95,7.8,-1.4
2012-05-30,356.05,356.95,346.2,348.0,351.505846215,20184.0,713.0,7094794.0,7110.0,35.23,10.75,-8.05
2012-05-29,355.05,360.1,354.55,357.05,356.78992781,29090.0,922.0,10379019.0,3362.0,11.56,5.55,2.0
2012-05-28,364.95,367.4,354.3,355.5,360.632788439,21105.0,1190.0,7611155.0,6129.0,29.04,13.1,-9.45
2012-05-25,358.0,362.95,357.4,361.85,361.170322475,12218.0,703.0,4412779.0,3946.0,32.3,5.55,3.85
2012-05-24,350.5,360.0,347.65,358.4,351.084017449,116452.0,1259.0,40884436.0,8244.0,7.08,12.35,7.9
2012-05-23,361.1,361.1,348.45,350.55,354.765020634,28594.0,1120.0,10144151.0,8750.0,30.6,12.65,-10.55
2012-05-22,361.0,367.9,360.25,361.4,363.711876983,39084.0,1465.0,14215315.0,7041.0,18.02,7.65,0.4
2012-05-21,355.0,362.4,353.0,357.7,357.923004207,21157.0,853.0,7572577.0,4471.0,21.13,9.4,2.7
2012-05-18,341.0,356.8,339.0,353.95,347.227853813,46543.0,1698.0,16161026.0,11836.0,25.43,17.8,12.95
2012-05-17,352.0,357.5,341.15,343.9,351.248366493,27242.0,1303.0,9568708.0,7129.0,26.17,16.35,-8.1
2012-05-16,344.2,356.7,344.05,351.2,350.833396548,42184.0,1667.0,14799556.0,16738.0,39.68,12.65,7.0
2012-05-15,347.0,353.0,344.85,351.45,350.169662282,29877.0,1064.0,10462019.0,8912.0,29.83,8.15,4.45
2012-05-14,346.0,354.65,343.0,348.85,347.773799214,30022.0,1329.0,10440865.0,11690.0,38.94,11.65,2.85
2012-05-11,347.0,350.0,340.2,345.4,345.12224258,40935.0,1614.0,14127579.0,10693.0,26.12,9.8,-1.6
2012-05-10,354.4,360.5,347.3,349.4,354.655712137,35906.0,1564.0,12734268.0,7305.0,20.34,13.2,-5.0
2012-05-09,356.4,365.0,352.0,354.1,359.281683139,50287.0,1742.0,18067198.0,12623.0,25.1,13.0,-2.3
2012-05-08,371.45,378.0,357.5,360.75,368.726736013,56912.0,2109.0,20984976.0,14589.0,25.63,20.5,-10.7
2012-05-07,351.3,371.0,349.6,369.7,359.964338495,46689.0,2108.0,16806375.0,11768.0,25.21,21.4,18.4
2012-05-04,365.55,366.5,351.35,358.0,357.881371535,70607.0,2581.0,25268930.0,24953.0,35.34,15.15,-7.55
2012-05-03,377.5,380.0,366.4,367.95,372.872762653,54473.0,2083.0,20311498.0,18995.0,34.87,13.6,-9.55
2012-05-02,393.1,397.0,378.5,380.75,387.585159657,52519.0,2051.0,20355585.0,19618.0,37.35,18.5,-12.35
2012-04-30,396.95,397.25,389.0,392.1,392.711587983,30290.0,1164.0,11895234.0,8630.0,28.49,8.25,-4.85
2012-04-28,392.5,395.0,388.0,393.9,392.721283495,11718.0,368.0,4601908.0,6064.0,51.75,7.0,1.4
2012-04-27,412.1,413.8,386.15,394.25,399.239706367,81871.0,3253.0,32686154.0,23562.0,28.78,27.65,-17.85
2012-04-26,410.75,416.5,406.0,410.95,412.234187394,181564.0,5479.0,74846888.0,44799.0,24.67,10.5,0.2
2012-04-25,397.0,414.0,395.15,407.6,406.027218125,255565.0,9207.0,103766346.0,38095.0,14.91,18.85,10.6
2012-04-24,395.5,402.8,381.0,395.55,391.143880732,167757.0,5143.0,65617124.0,39996.0,23.84,21.8,0.05
2012-04-23,392.45,402.0,385.05,389.2,394.309783553,155373.0,5595.0,61265094.0,33555.0,21.6,16.95,-3.25
2012-04-19,381.0,398.0,376.9,395.45,389.286595008,87266.0,3064.0,33971484.0,20230.0,23.18,21.1,14.45
2012-04-18,390.0,393.8,378.65,381.05,386.457246367,75631.0,2480.0,29228148.0,21892.0,28.95,15.15,-8.95
2012-04-17,369.0,386.95,368.95,385.15,379.970998569,216610.0,7004.0,82305518.0,61474.0,28.38,18.0,16.15
2012-04-16,357.0,372.0,357.0,369.05,366.9841234,70859.0,2474.0,26004128.0,8383.0,11.83,15.0,12.05
2012-04-13,365.95,372.0,356.3,358.95,365.580039049,87070.0,2662.0,31831054.0,38136.0,43.8,15.7,-7.0
2012-04-12,350.0,365.0,348.45,363.8,359.449319427,77949.0,3403.0,28018715.0,23159.0,29.71,16.55,13.8
2012-04-11,344.3,353.85,344.0,346.4,347.53354705,30882.0,1888.0,10732531.0,12240.0,39.63,9.85,2.1
2012-04-10,353.0,354.2,345.4,350.65,349.556966014,22215.0,976.0,7765408.0,4877.0,21.95,8.8,-2.35
2012-04-09,361.1,363.95,347.05,349.3,353.707902634,47984.0,1514.0,16972320.0,22575.0,47.05,16.9,-11.8
2012-04-04,369.0,377.9,362.55,364.45,369.589550073,51675.0,1905.0,19098540.0,16040.0,31.04,15.35,-4.55
2012-04-03,366.25,371.85,364.0,368.1,368.59421054,39831.0,1612.0,14681476.0,11247.0,28.24,7.85,1.85
2012-04-02,357.5,364.25,356.15,361.25,360.358220148,24002.0,1414.0,8649318.0,9086.0,37.86,8.1,3.75
2012-03-30,341.9,357.7,341.9,355.6,352.972785939,23554.0,1254.0,8313921.0,7196.0,30.55,15.8,13.7
2012-03-29,349.0,352.0,338.45,340.95,344.665493216,27270.0,1825.0,9399028.0,11218.0,41.14,13.55,-8.05
2012-03-28,354.0,364.5,349.55,350.7,357.558795064,41330.0,2542.0,14777905.0,9194.0,22.25,14.95,-3.3
2012-03-27,362.0,364.95,353.15,354.85,357.342498255,28660.0,1425.0,10241436.0,6825.0,23.81,11.8,-7.15
2012-03-26,365.1,366.5,354.0,355.85,360.787403722,14671.0,870.0,5293112.0,5243.0,35.74,12.5,-9.25
2012-03-23,371.9,375.5,362.5,364.9,368.341750126,25861.0,1591.0,9525686.0,7148.0,27.64,13.0,-7.0
2012-03-22,384.0,393.3,365.55,369.05,383.46851395,26345.0,1511.0,10102478.0,6976.0,26.48,27.75,-14.95
2012-03-21,373.5,385.3,367.0,383.1,379.102691801,24296.0,1309.0,9210679.0,8534.0,35.13,18.3,9.6
2012-03-20,364.0,374.8,358.6,372.85,370.094935368,28314.0,1173.0,10478868.0,7651.0,27.02,16.2,8.85
2012-03-19,379.75,379.75,362.0,364.25,367.750379034,18468.0,710.0,6791614.0,7196.0,38.96,17.75,-15.5
2012-03-16,376.15,387.45,374.0,376.2,381.226675763,23452.0,1290.0,8940528.0,4702.0,20.05,13.45,0.05
2012-03-15,390.0,390.0,375.45,379.55,381.739311672,18712.0,1128.0,7143106.0,6132.0,32.77,14.55,-10.45
2012-03-14,399.95,400.7,389.0,390.75,394.993541359,64255.0,2555.0,25380310.0,16246.0,25.28,11.7,-9.2
2012-03-13,377.0,393.15,375.3,389.75,385.413967454,64278.0,2123.0,24773639.0,16413.0,25.53,17.85,12.75
2012-03-12,373.0,381.9,368.0,373.1,374.444344458,25559.0,1181.0,9570423.0,7029.0,27.5,13.9,0.1
2012-03-09,353.7,373.65,353.7,372.15,365.692448165,61879.0,2669.0,22628683.0,15672.0,25.33,19.95,18.45
2012-03-07,350.8,354.0,343.3,347.75,348.390268673,21662.0,1153.0,7546830.0,6413.0,29.6,10.7,-3.05
2012-03-06,358.0,370.0,350.0,352.1,360.905586257,30038.0,1668.0,10840882.0,6549.0,21.8,20.0,-5.9
2012-03-05,367.1,378.05,359.0,360.6,368.290375985,50135.0,2318.0,18464238.0,11437.0,22.81,19.05,-6.5
2012-03-03,370.0,370.0,366.0,366.75,367.432952623,4728.0,118.0,1737223.0,3110.0,65.78,4.0,-3.25
2012-03-01,379.7,383.35,360.0,367.2,372.072796476,41774.0,1899.0,15542969.0,6773.0,16.21,23.35,-12.5
2012-02-29,375.0,385.0,372.0,377.6,377.928491398,40163.0,1527.0,15178742.0,7788.0,19.39,13.0,2.6
2012-02-28,356.0,373.05,353.0,371.85,365.777777778,36639.0,2020.0,13401732.0,7914.0,21.6,20.05,15.85
2012-02-27,372.0,375.0,352.0,353.7,360.111793,24116.0,1202.0,8684456.0,8045.0,33.36,23.0,-18.3
2012-02-24,371.25,381.4,367.25,371.75,373.485011109,29255.0,1440.0,10926304.0,6998.0,23.92,14.15,0.5
2012-02-23,392.5,392.5,366.35,371.25,376.203931204,39072.0,2181.0,14699040.0,13471.0,34.48,26.15,-21.25
2012-02-22,411.1,422.0,385.0,388.25,403.854413808,37428.0,2056.0,15115463.0,14046.0,37.53,37.0,-22.85
2012-02-21,416.0,424.0,416.0,417.45,419.226294146,24804.0,1035.0,10398489.0,7302.0,29.44,8.0,1.45
2012-02-17,428.75,441.7,413.5,417.7,428.710843981,99161.0,3462.0,42511396.0,33819.0,34.11,28.2,-11.05
2012-02-16,425.0,439.55,418.0,424.35,430.698518793,54010.0,2536.0,23262027.0,8275.0,15.32,21.55,-0.65
2012-02-15,424.0,426.0,410.0,421.95,419.188079458,108183.0,3897.0,45349024.0,30314.0,28.02,16.0,-2.05
2012-02-14,387.0,423.7,386.45,417.35,411.72817583,270079.0,9790.0,111199134.0,39712.0,14.7,37.25,30.35
2012-02-13,374.7,385.0,363.85,383.05,377.948469883,44343.0,1912.0,16759369.0,9105.0,20.53,21.15,8.35
2012-02-10,382.8,386.15,368.0,371.0,376.973674314,26590.0,1434.0,10023730.0,6700.0,25.2,18.15,-11.8
2012-02-09,376.8,383.65,376.05,379.9,378.990492388,48803.0,1625.0,18495873.0,26617.0,54.54,7.6,3.1
2012-02-08,364.0,378.8,358.5,374.85,371.234763756,29059.0,1650.0,10787711.0,5808.0,19.99,20.3,10.85
2012-02-07,380.0,384.5,357.8,363.9,372.624327386,14124.0,1072.0,5262946.0,6474.0,45.84,26.7,-16.1
2012-02-06,379.8,387.55,375.9,378.0,381.925482369,36072.0,1833.0,13776816.0,8935.0,24.77,11.65,-1.8
