Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2008-01-30,760.0,770.0,725.0,760.05,734.407030606,35189.0,588.0,25843049.0,28428.0,80.79,45.0,0.05
2008-01-29,779.5,779.5,750.0,757.45,762.236750979,13284.0,579.0,10125553.0,4859.0,36.58,29.5,-22.05
2008-01-28,740.0,760.0,710.0,750.6,737.011528662,15700.0,645.0,11571081.0,8992.0,57.27,50.0,10.6
2008-01-25,717.0,760.0,717.0,749.7,743.943570844,12210.0,614.0,9083551.0,6584.0,53.92,43.0,32.7
2008-01-24,804.6,820.0,670.0,716.7,739.585954584,23780.0,1686.0,17587354.0,11392.0,47.91,150.0,-87.9
2008-01-23,765.0,835.0,700.0,783.05,770.948972042,44603.0,1312.0,34386637.0,26287.0,58.94,135.0,18.05
2008-01-22,751.0,800.0,550.0,751.1,690.126111384,36666.0,772.0,25304164.0,25891.0,70.61,250.0,0.1
2008-01-21,890.0,890.0,770.0,807.25,830.141257911,25280.0,1035.0,20985971.0,13031.0,51.55,120.0,-82.75
2008-01-18,915.0,939.7,880.1,896.05,914.54920463,38787.0,1250.0,35472620.0,21886.0,56.43,59.6,-18.95
2008-01-17,950.0,959.9,905.25,919.45,924.036930148,37422.0,1505.0,34579310.0,18632.0,49.79,54.65,-30.55
2008-01-16,940.0,960.0,905.0,953.3,934.280301797,18423.0,1299.0,17212246.0,6476.0,35.15,55.0,13.3
2008-01-15,980.0,985.0,949.0,954.6,966.450784875,10129.0,534.0,9789180.0,3237.0,31.96,36.0,-25.4
2008-01-14,960.0,984.0,950.0,968.35,963.280286158,14817.0,738.0,14272924.0,5196.0,35.07,34.0,8.35
2008-01-11,983.7,983.7,932.1,954.3,949.844360229,18999.0,943.0,18046093.0,9740.0,51.27,51.6,-29.4
2008-01-10,1000.0,1024.2,960.0,968.0,989.324175446,14523.0,957.0,14367955.0,7039.0,48.47,64.2,-32.0
2008-01-09,971.25,1019.0,970.0,998.35,1005.57675163,8749.0,634.0,8797791.0,3713.0,42.44,49.0,27.1
2008-01-08,1055.0,1067.9,980.0,1012.85,1017.49408314,38872.0,1584.0,39552030.0,19889.0,51.17,87.9,-42.15
2008-01-07,1035.0,1069.1,1010.0,1048.75,1038.77151328,41149.0,1708.0,42744409.0,21751.0,52.86,59.1,13.75
2008-01-04,1085.0,1085.0,1030.3,1037.85,1062.05334553,39366.0,1586.0,41808792.0,14312.0,36.36,54.7,-47.15
2008-01-03,1020.0,1068.0,1009.0,1051.0,1037.83942844,63685.0,1896.0,66094804.0,26898.0,42.24,59.0,31.0
2008-01-02,1013.0,1045.05,994.2,1024.6,1023.19120987,26416.0,1316.0,27028619.0,8406.0,31.82,50.85,11.6
2007-12-31,1003.0,1025.0,998.2,1008.45,1009.71414436,18191.0,931.0,18367710.0,7735.0,42.52,26.8,5.45
2007-12-28,995.0,1010.0,990.1,995.05,1000.68584624,31179.0,806.0,31200384.0,22183.0,71.15,19.9,0.05
2007-12-27,1016.0,1039.0,981.1,997.95,1010.73131987,112178.0,1194.0,113381818.0,69489.0,61.95,57.9,-18.05
2007-12-26,1010.0,1017.7,999.1,1010.5,1007.86116965,18980.0,632.0,19129205.0,8123.0,42.8,18.6,0.5
2007-12-24,984.7,1007.0,963.2,999.8,984.006907082,27508.0,755.0,27068062.0,15160.0,55.11,43.8,15.1
2007-12-20,979.0,998.0,950.0,955.65,963.113378861,12886.0,572.0,12410679.0,6632.0,51.47,48.0,-23.35
2007-12-19,1029.7,1029.7,950.0,959.3,980.574346764,15959.0,935.0,15648986.0,7907.0,49.55,79.7,-70.4
2007-12-18,1000.0,1019.0,970.0,989.7,985.493228574,19346.0,903.0,19065352.0,7735.0,39.98,49.0,-10.3
2007-12-17,1038.0,1048.0,982.05,996.7,1018.89700084,8369.0,545.0,8527149.0,3876.0,46.31,65.95,-41.3
2007-12-14,1040.0,1075.0,1010.0,1040.0,1043.58273729,109751.0,821.0,114534249.0,97485.0,88.82,65.0,0.0
2007-12-13,1077.0,1089.0,1045.0,1052.05,1065.99914384,14016.0,677.0,14941044.0,5088.0,36.3,44.0,-24.95
2007-12-12,1039.0,1081.95,1039.0,1067.2,1066.05278181,19268.0,835.0,20540705.0,4324.0,22.44,42.95,28.2
2007-12-11,1070.0,1097.0,1036.3,1047.4,1066.66840059,19801.0,866.0,21121101.0,10167.0,51.35,60.7,-22.6
2007-12-10,1069.0,1070.0,1041.0,1060.15,1055.58411844,25262.0,992.0,26666166.0,10233.0,40.51,29.0,-8.85
2007-12-07,1088.8,1089.5,1025.0,1076.45,1071.22845394,58607.0,1885.0,62781486.0,23772.0,40.56,64.5,-12.35
2007-12-06,1099.0,1109.0,1060.0,1066.95,1091.2050896,69082.0,2218.0,75382630.0,34696.0,50.22,49.0,-32.05
2007-12-05,1040.0,1098.3,1040.0,1082.1,1070.23484632,115731.0,4338.0,123859349.0,54221.0,46.85,58.3,42.1
2007-12-04,979.0,1049.0,979.0,1033.65,1018.06077598,64022.0,3187.0,65178287.0,23824.0,37.21,70.0,54.65
2007-12-03,942.0,990.0,942.0,976.7,975.424800513,28072.0,1078.0,27382125.0,10315.0,36.74,48.0,34.7
2007-11-30,933.0,947.0,927.5,939.5,938.502471036,12343.0,646.0,11583936.0,4786.0,38.78,19.5,6.5
2007-11-29,951.25,965.0,907.0,915.95,940.876829571,24186.0,1115.0,22756047.0,10898.0,45.06,58.0,-35.3
2007-11-28,971.0,983.0,940.1,945.0,963.189008804,21126.0,981.0,20348331.0,8462.0,40.05,42.9,-26.0
2007-11-27,965.0,980.0,955.0,963.25,965.460328426,18817.0,843.0,18167067.0,6071.0,32.26,25.0,-1.75
2007-11-26,975.0,985.0,955.0,971.55,968.94302733,28540.0,1073.0,27653634.0,10873.0,38.1,30.0,-3.45
2007-11-23,948.0,970.0,936.0,964.05,954.568544352,33978.0,1617.0,32434330.0,12217.0,35.96,34.0,16.05
2007-11-22,917.0,944.0,870.0,920.35,908.543910372,41505.0,1824.0,37709115.0,13312.0,32.07,74.0,3.35
2007-11-21,997.0,1014.0,890.5,908.35,952.877519846,43207.0,1871.0,41170979.0,21181.0,49.02,123.5,-88.65
2007-11-20,1039.0,1046.0,1000.0,1010.15,1025.6696164,24974.0,1087.0,25615073.0,11039.0,44.2,46.0,-28.85
2007-11-19,1030.15,1069.95,1029.9,1042.4,1053.84618782,86040.0,2468.0,90672926.0,32891.0,38.23,40.05,12.25
2007-11-16,993.0,1053.0,993.0,1021.35,1033.67166307,117151.0,4467.0,121095669.0,35809.0,30.57,60.0,28.35
2007-11-15,1000.0,1024.9,994.0,1003.0,1010.34430396,124727.0,4379.0,126017214.0,41198.0,33.03,30.9,3.0
2007-11-14,998.0,1009.0,966.0,984.3,985.067681032,364563.0,3772.0,359119229.0,273761.0,75.09,43.0,-13.7
2007-11-13,898.0,998.0,897.0,974.05,950.800938123,131326.0,4148.0,124864884.0,36016.0,27.42,101.0,76.05
2007-11-12,905.0,908.0,878.0,892.5,890.500100957,24763.0,1103.0,22051454.0,11132.0,44.95,30.0,-12.5
2007-11-09,960.0,960.0,908.55,918.0,925.255276951,7059.0,452.0,6531377.0,3605.0,51.07,51.45,-42.0
2007-11-08,901.0,942.2,890.0,930.5,915.808414036,41407.0,1755.0,37920879.0,14816.0,35.78,52.2,29.5
2007-11-07,930.0,934.7,896.05,911.9,914.164309807,47733.0,1869.0,43635805.0,16080.0,33.69,38.65,-18.1
2007-11-06,965.0,979.0,910.0,918.2,946.229915022,59074.0,2334.0,55897586.0,25302.0,42.83,69.0,-46.8
2007-11-05,925.0,980.0,925.0,956.1,958.866356101,72985.0,2857.0,69982861.0,22745.0,31.16,55.0,31.1
2007-11-02,900.05,935.0,890.0,922.55,919.1790412,36796.0,1835.0,33822112.0,10471.0,28.46,45.0,22.5
2007-11-01,970.0,990.0,908.1,920.85,948.43152145,52542.0,2257.0,49832489.0,18663.0,35.52,81.9,-49.15
2007-10-31,920.0,997.6,920.0,961.7,965.510983013,98015.0,3858.0,94634559.0,25464.0,25.98,77.6,41.7
2007-10-30,995.0,1030.0,930.1,940.85,980.085309498,164460.0,5434.0,161184830.0,56382.0,34.28,99.9,-54.15
2007-10-29,999.0,1012.9,971.0,993.75,993.677063189,88940.0,3379.0,88377638.0,38052.0,42.78,41.9,-5.25
2007-10-26,966.95,999.9,952.0,986.4,985.49486467,81689.0,3243.0,80504090.0,17619.0,21.57,47.9,19.45
2007-10-25,937.0,987.0,926.15,972.35,963.320611927,86154.0,3131.0,82993924.0,27915.0,32.4,60.85,35.35
2007-10-24,935.0,944.4,915.0,931.7,933.240201636,65266.0,2206.0,60908855.0,26652.0,40.84,29.4,-3.3
2007-10-23,883.8,930.0,883.8,923.25,908.407243808,104365.0,3666.0,94805922.0,35015.0,33.55,46.2,39.45
2007-10-22,850.0,884.0,821.0,865.85,861.606233855,76261.0,2156.0,65706953.0,29441.0,38.61,63.0,15.85
2007-10-19,890.0,904.75,831.0,868.7,870.221873375,101923.0,3343.0,88695624.0,54799.0,53.77,73.75,-21.3
2007-10-18,978.95,1016.0,885.0,905.2,975.988348946,98961.0,3986.0,96584783.0,25816.0,26.09,131.0,-73.75
2007-10-17,900.0,990.0,850.0,964.65,941.058383878,137007.0,4457.0,128931586.0,36284.0,26.48,140.0,64.65
2007-10-16,948.4,1027.0,931.65,1003.1,987.0195518,313833.0,10029.0,309759307.0,73235.0,23.34,95.35,54.7
2007-10-15,925.0,955.0,918.0,939.75,936.813187259,123225.0,4058.0,115438805.0,50049.0,40.62,37.0,14.75
2007-10-12,894.0,942.0,890.0,909.45,922.800797522,319991.0,9932.0,295287950.0,100811.0,31.5,52.0,15.45
2007-10-11,859.0,919.95,852.0,900.7,898.63509984,308594.0,9287.0,277313400.0,79079.0,25.63,67.95,41.7
2007-10-10,855.0,874.0,841.0,858.9,858.621640056,104094.0,3887.0,89377361.0,31659.0,30.41,33.0,3.9
2007-10-09,805.0,859.0,785.0,852.75,832.697128512,90824.0,3199.0,75628884.0,24323.0,26.78,74.0,47.75
2007-10-05,880.0,885.0,835.0,840.35,856.796619401,104656.0,4487.0,89668907.0,38160.0,36.46,50.0,-39.65
2007-10-04,802.6,887.7,800.05,872.5,852.989329392,296328.0,6472.0,252764622.0,104444.0,35.25,87.65,69.9
2007-10-03,849.8,859.0,794.65,823.45,829.306594852,128479.0,4134.0,106548482.0,39853.0,31.02,64.35,-26.35
2007-10-01,839.0,860.0,833.1,837.85,847.635105323,168624.0,5403.0,142931622.0,38267.0,22.69,26.9,-1.15
2007-09-28,790.0,840.0,790.0,829.65,822.625604944,310979.0,8405.0,255819288.0,81274.0,26.13,50.0,39.65
2007-09-27,781.0,791.0,762.3,779.55,772.538129098,46972.0,1764.0,36287661.0,11947.0,25.43,28.7,-1.45
2007-09-26,776.25,796.0,770.0,772.6,782.744062363,41178.0,1472.0,32231835.0,10761.0,26.13,26.0,-3.65
2007-09-25,800.0,800.0,765.0,776.25,781.830157054,59661.0,2101.0,46644769.0,19690.0,33.0,35.0,-23.75
2007-09-24,810.0,814.85,795.5,799.0,802.786386393,61321.0,2101.0,49227664.0,27379.0,44.65,19.35,-11.0
2007-09-20,806.0,823.9,799.1,802.9,810.248938364,98904.0,3678.0,80136861.0,15673.0,15.85,24.8,-3.1
2007-09-19,805.0,814.5,801.0,802.95,805.881094028,64715.0,2661.0,52152595.0,20222.0,31.25,13.5,-2.05
2007-09-18,787.0,804.9,787.0,792.95,795.621489577,54445.0,2364.0,43317612.0,12681.0,23.29,17.9,5.95
2007-09-17,782.0,807.4,782.0,786.1,794.475740468,82009.0,3119.0,65154161.0,19715.0,24.04,25.4,4.1
2007-09-14,795.0,817.8,783.0,787.5,803.562059337,150767.0,5986.0,121150641.0,24735.0,16.41,34.8,-7.5
2007-09-13,781.9,794.9,778.0,786.7,787.699476178,132106.0,3705.0,104059827.0,32812.0,24.84,16.9,4.8
2007-09-12,777.0,792.0,775.0,778.2,783.486637016,98930.0,4058.0,77510333.0,16737.0,16.92,17.0,1.2
2007-09-11,765.0,786.0,765.0,772.4,775.854419055,224109.0,6221.0,173875958.0,71511.0,31.91,21.0,7.4
2007-09-10,750.0,764.8,721.0,758.2,747.698779132,86332.0,3246.0,64550331.0,14295.0,16.56,43.8,8.2
2007-09-07,750.0,765.0,736.15,740.2,750.663004344,43051.0,2040.0,32316793.0,13605.0,31.6,28.85,-9.8
2007-09-06,750.0,765.0,750.0,758.25,758.282768362,42480.0,1812.0,32211852.0,10941.0,25.76,15.0,8.25
2007-09-05,765.0,780.0,752.05,756.7,766.434075889,78378.0,3102.0,60071570.0,15543.0,19.83,27.95,-8.3
2007-09-04,768.4,771.9,754.0,759.15,762.628108665,67915.0,2405.0,51793888.0,15195.0,22.37,17.9,-9.25
2007-09-03,759.45,775.0,752.1,764.6,765.874810017,110536.0,4291.0,84656738.0,26624.0,24.09,22.9,5.15
2007-08-31,752.0,763.8,745.0,751.65,755.239533978,74503.0,2914.0,56267611.0,11890.0,15.96,18.8,-0.35
2007-08-30,744.8,769.25,739.0,746.2,757.237443936,130654.0,4498.0,98936101.0,25876.0,19.8,30.25,1.4
2007-08-29,715.1,742.4,705.05,735.75,730.800498142,97964.0,2989.0,71592140.0,24542.0,25.05,37.35,20.65
2007-08-28,724.0,738.05,716.0,734.25,729.825077303,80527.0,3038.0,58770624.0,12624.0,15.68,22.05,10.25
2007-08-27,698.0,721.6,689.9,717.25,708.022301508,102863.0,3910.0,72829298.0,21573.0,20.97,31.7,19.25
2007-08-24,661.0,683.0,648.0,677.7,666.704333153,66372.0,2932.0,44250500.0,13354.0,20.12,35.0,16.7
2007-08-23,675.1,688.5,640.0,651.35,666.050538512,126181.0,3980.0,84042923.0,43389.0,34.39,48.5,-23.75
2007-08-22,650.0,672.9,614.0,664.5,642.895768527,148199.0,4726.0,95276510.0,28318.0,19.11,58.9,14.5
2007-08-21,694.0,694.0,641.6,647.0,664.307820699,87473.0,2633.0,58108998.0,32916.0,37.63,52.4,-47.0
2007-08-20,713.9,715.95,680.15,685.15,698.412209496,53958.0,1795.0,37684926.0,17933.0,33.24,35.8,-28.75
2007-08-17,714.0,714.0,655.05,682.3,686.378785587,99159.0,3566.0,68060634.0,31621.0,31.89,58.95,-31.7
2007-08-16,710.0,713.5,685.0,701.55,702.007672979,118598.0,3555.0,83256706.0,53128.0,44.8,28.5,-8.45
2007-08-14,735.0,741.85,726.0,730.15,734.506961114,39577.0,1702.0,29069582.0,8291.0,20.95,15.85,-4.85
2007-08-13,739.0,743.0,728.15,731.55,735.580837316,89142.0,3107.0,65571147.0,16342.0,18.33,14.85,-7.45
2007-08-10,720.0,732.0,705.9,727.0,721.874236965,120735.0,4433.0,87155486.0,41500.0,34.37,26.1,7.0
2007-08-09,782.0,795.0,740.0,745.7,769.643598785,102090.0,3601.0,78572915.0,13584.0,13.31,55.0,-36.3
2007-08-08,779.9,789.0,770.0,775.2,779.272902995,106056.0,3462.0,82646567.0,21256.0,20.04,19.0,-4.7
2007-08-06,726.0,760.0,715.0,754.25,742.679270436,148527.0,4787.0,110307924.0,24555.0,16.53,45.0,28.25
2007-08-03,730.0,753.95,729.0,746.6,745.535603626,209136.0,4728.0,155918334.0,87369.0,41.78,24.95,16.6
2007-08-02,721.0,745.05,711.0,719.95,730.095316352,183767.0,5604.0,134167426.0,49520.0,26.95,34.05,-1.05
2007-08-01,769.6,769.6,722.2,727.75,744.654381498,208924.0,6500.0,155576172.0,77910.0,37.29,47.4,-41.85
2007-07-31,758.9,782.8,735.1,777.05,762.048191798,222901.0,6983.0,169861304.0,51120.0,22.93,47.7,18.15
2007-07-30,758.25,766.0,730.0,748.95,749.936130545,208112.0,5729.0,156070708.0,73456.0,35.3,36.0,-9.3
2007-07-27,780.0,785.0,740.4,753.0,762.197272757,246476.0,7151.0,187863335.0,113665.0,46.12,44.6,-27.0
2007-07-26,835.0,837.0,788.0,801.0,814.461173845,152320.0,4861.0,124058726.0,40238.0,26.42,49.0,-34.0
2007-07-25,844.75,861.75,813.15,828.8,836.188391172,283405.0,8664.0,236979971.0,37499.0,13.23,48.6,-15.95
2007-07-24,847.7,870.85,842.0,848.6,856.315468571,210918.0,6512.0,180612346.0,21504.0,10.2,28.85,0.9
2007-07-23,831.5,857.0,816.0,843.15,843.876777512,163501.0,4144.0,137974697.0,42455.0,25.97,41.0,11.65
2007-07-20,858.0,860.0,825.0,828.6,840.489812978,99293.0,3049.0,83454755.0,19374.0,19.51,35.0,-29.4
2007-07-19,817.0,856.4,817.0,851.05,842.218580477,189134.0,5542.0,159292169.0,26672.0,14.1,39.4,34.05
2007-07-18,832.1,840.0,801.55,816.15,822.998081598,113115.0,3797.0,93093428.0,23617.0,20.88,38.45,-15.95
2007-07-17,856.0,867.0,833.3,837.95,853.068275507,104796.0,3590.0,89398143.0,22196.0,21.18,33.7,-18.05
2007-07-16,845.1,872.5,838.0,855.7,858.104357778,111846.0,3393.0,95975540.0,17454.0,15.61,34.5,10.6
2007-07-13,882.0,903.6,851.0,858.8,887.177755384,496165.0,10051.0,440186551.0,143457.0,28.91,52.6,-23.2
2007-07-12,829.9,884.8,826.0,871.05,858.707581534,435123.0,8949.0,373643419.0,137674.0,31.64,58.8,41.15
2007-07-11,810.0,838.0,810.0,823.65,826.808594359,102672.0,2215.0,84890092.0,39467.0,38.44,28.0,13.65
2007-07-10,837.0,842.0,818.0,821.6,829.965349187,78382.0,2091.0,65054344.0,27365.0,34.91,24.0,-15.4
2007-07-09,835.0,844.85,825.2,835.95,838.812549314,157156.0,3622.0,131824425.0,30522.0,19.42,19.65,0.95
2007-07-06,823.85,846.0,818.0,832.7,834.01866004,187513.0,5046.0,156389341.0,25143.0,13.41,28.0,8.85
2007-07-05,850.0,852.6,803.0,823.85,825.656434844,373964.0,8880.0,308765783.0,42889.0,11.47,49.6,-26.15
2007-07-04,804.9,847.75,775.0,842.4,822.430998149,601694.0,12425.0,494851797.0,74851.0,12.44,72.75,37.5
2007-07-03,817.0,818.0,793.0,798.45,806.467471043,120093.0,3282.0,96851098.0,21372.0,17.8,25.0,-18.55
2007-07-02,799.0,824.1,799.0,807.9,815.204703822,164462.0,4221.0,134070196.0,23979.0,14.58,25.1,8.9
2007-06-29,820.0,826.45,801.25,805.6,812.544532991,375946.0,8485.0,305472867.0,88990.0,23.67,25.2,-14.4
2007-06-28,781.5,835.75,781.5,814.7,813.375057846,905423.0,18222.0,736448485.0,144706.0,15.98,54.25,33.2
2007-06-27,763.0,798.15,753.1,775.3,781.152218562,657791.0,14068.0,513834899.0,78370.0,11.91,45.05,12.3
2007-06-26,760.0,776.0,747.0,759.0,764.551161433,499986.0,11133.0,382264877.0,76596.0,15.32,29.0,-1.0
2007-06-25,724.4,764.0,718.4,758.0,747.694514937,697075.0,11592.0,521199154.0,117733.0,16.89,45.6,33.6
2007-06-21,714.4,715.0,689.05,703.9,701.856568102,204062.0,5666.0,143222255.0,27412.0,13.43,25.95,-10.5
2007-06-20,702.0,729.4,693.0,710.25,712.030807275,778842.0,18583.0,554559498.0,74146.0,9.52,36.4,8.25
2007-06-19,612.0,702.0,608.0,688.4,658.681445089,859158.0,16529.0,565911433.0,130023.0,15.13,94.0,76.4
2007-06-18,599.9,625.7,592.0,611.35,614.667058546,313872.0,8604.0,192926779.0,47060.0,14.99,33.7,11.45
2007-06-15,610.0,615.4,592.0,596.15,607.018616858,195468.0,5115.0,118652715.0,37262.0,19.06,23.4,-13.85
2007-06-14,560.15,610.5,558.8,600.2,579.60057001,513324.0,8519.0,297522883.0,236481.0,46.07,51.7,40.05
2007-06-13,569.95,569.95,550.25,552.75,558.327963776,49911.0,1502.0,27866707.0,12190.0,24.42,19.7,-17.2
2007-06-12,580.95,586.0,540.1,563.7,562.045289167,136876.0,3702.0,76930511.0,21874.0,15.98,45.9,-17.25
2007-06-11,584.0,593.0,575.0,577.15,584.362543193,79585.0,2251.0,46506493.0,20309.0,25.52,18.0,-6.85
2007-06-08,575.0,590.9,568.15,578.85,581.284581083,135898.0,3800.0,78995412.0,22003.0,16.19,22.75,3.85
2007-06-07,571.75,584.9,565.65,575.3,576.166377457,101426.0,3453.0,58438251.0,22109.0,21.8,19.25,3.55
2007-06-06,585.0,592.9,565.0,569.95,581.6246992,133810.0,3158.0,77827201.0,35319.0,26.39,27.9,-15.05
2007-06-05,585.0,589.4,576.0,581.5,581.926952454,56429.0,1697.0,32837556.0,13751.0,24.37,13.4,-3.5
2007-06-04,596.0,606.0,581.25,582.5,593.156610224,99157.0,3017.0,58815630.0,24998.0,25.21,24.75,-13.5
2007-06-01,577.0,601.0,573.5,590.7,591.122705599,274527.0,6690.0,162279143.0,56825.0,20.7,27.5,13.7
2007-05-31,571.8,582.0,566.55,574.15,573.911094538,126044.0,3234.0,72338050.0,24491.0,19.43,15.45,2.35
2007-05-30,546.0,583.8,544.25,566.0,569.020673716,300720.0,7669.0,171115897.0,75678.0,25.17,39.55,20.0
2007-05-29,551.5,551.5,545.1,546.45,547.645017734,29886.0,937.0,16366919.0,12714.0,42.54,6.4,-5.05
2007-05-28,551.0,558.0,545.0,546.5,551.368201246,30649.0,1131.0,16898884.0,10788.0,35.2,13.0,-4.5
2007-05-25,538.7,554.0,527.0,546.1,545.598702285,89542.0,2802.0,48853999.0,13013.0,14.53,27.0,7.4
2007-05-24,550.0,555.55,540.0,542.5,544.930029546,52122.0,1733.0,28402843.0,13715.0,26.31,15.55,-7.5
2007-05-23,558.1,566.0,543.0,547.85,556.301369736,107612.0,3182.0,59864703.0,27272.0,25.34,23.0,-10.25
2007-05-22,548.0,567.3,540.0,556.8,559.707570586,244948.0,6442.0,137099250.0,43375.0,17.71,27.3,8.8
2007-05-21,542.9,553.0,538.1,547.6,546.06034326,110004.0,2723.0,60068822.0,38483.0,34.98,14.9,4.7
2007-05-18,542.0,548.9,535.1,537.7,540.724449253,50840.0,1469.0,27490431.0,17126.0,33.69,13.8,-4.3
2007-05-17,540.0,559.6,531.5,543.6,548.619750354,177131.0,4368.0,97177565.0,42410.0,23.94,28.1,3.6
2007-05-16,548.45,548.45,525.0,534.25,535.552375462,161316.0,3860.0,86393167.0,60563.0,37.54,23.45,-14.2
2007-05-15,544.55,560.0,536.0,544.6,549.055700713,134720.0,3416.0,73968784.0,42861.0,31.81,24.0,0.05
2007-05-14,543.0,553.8,539.6,544.55,547.554709973,336520.0,6708.0,184263111.0,140144.0,41.65,14.2,1.55
2007-05-11,514.0,543.7,508.15,539.55,532.882265687,347868.0,7790.0,185372688.0,71653.0,20.6,35.55,25.55
2007-05-10,509.4,531.4,509.4,522.35,524.456540783,247715.0,6806.0,129915752.0,61140.0,24.68,22.0,12.95
2007-05-09,507.2,508.4,491.4,505.1,502.416339093,86749.0,3585.0,43584115.0,19947.0,22.99,17.0,-2.1
2007-05-07,512.2,521.6,505.0,517.45,514.485820047,155607.0,4255.0,80057595.0,46331.0,29.77,16.6,5.25
2007-05-04,517.9,524.0,505.05,509.35,516.336161247,250597.0,5509.0,129392293.0,79974.0,31.91,18.95,-8.55
2007-05-03,490.0,518.0,490.0,511.95,505.139896965,376570.0,8958.0,190220531.0,107882.0,28.65,28.0,21.95
2007-04-30,430.0,489.9,430.0,475.55,476.949815649,87876.0,1643.0,41912442.0,39773.0,45.26,59.9,45.55
2007-04-27,485.0,485.0,460.0,463.4,469.248909753,38982.0,1062.0,18292261.0,16121.0,41.35,25.0,-21.6
2007-04-26,483.25,488.9,471.1,478.2,478.977959151,50724.0,1242.0,24295678.0,18447.0,36.37,17.8,-5.05
2007-04-25,477.0,487.7,476.0,481.0,482.349885537,59408.0,1571.0,28655442.0,16049.0,27.01,11.7,4.0
2007-04-24,482.0,483.6,470.0,477.2,475.728975688,60216.0,1919.0,28646496.0,19269.0,32.0,13.6,-4.8
2007-04-23,475.1,484.9,466.7,480.25,478.292294595,122161.0,2376.0,58428665.0,50118.0,41.03,18.2,5.15
2007-04-20,462.0,480.0,461.2,473.65,470.383116704,108711.0,2608.0,51135819.0,37640.0,34.62,18.8,11.65
2007-04-19,450.0,473.65,442.0,461.6,460.585633884,247151.0,7095.0,113834200.0,40735.0,16.48,31.65,11.6
2007-04-18,433.9,458.25,432.0,451.7,448.624844655,210017.0,4880.0,94218844.0,59463.0,28.31,26.25,17.8
2007-04-17,439.9,442.6,426.0,429.75,433.917165257,48470.0,1211.0,21031965.0,19386.0,40.0,16.6,-10.15
2007-04-16,438.0,446.0,433.25,438.3,440.203496351,119496.0,3246.0,52602557.0,41887.0,35.05,12.75,0.3
2007-04-13,417.0,432.4,415.5,429.95,425.106035853,137114.0,2701.0,58287989.0,71806.0,52.37,16.9,12.95
2007-04-12,421.35,424.1,411.1,413.3,418.412310762,115265.0,1978.0,48228295.0,65169.0,56.54,13.0,-8.05
2007-04-11,415.0,434.8,411.0,421.9,424.007294845,290342.0,6532.0,123107126.0,74873.0,25.79,23.8,6.9
2007-04-10,411.0,419.0,406.5,410.7,411.987730256,62919.0,1857.0,25921856.0,13795.0,21.93,12.5,-0.3
2007-04-09,400.0,412.0,399.0,409.45,406.835455757,88578.0,2227.0,36036671.0,25771.0,29.09,13.0,9.45
2007-04-05,393.0,398.0,386.0,395.0,392.411656928,60582.0,1858.0,23773083.0,19861.0,32.78,12.0,2.0
2007-04-04,380.4,396.7,380.0,389.9,389.436046672,72334.0,2458.0,28169467.0,22436.0,31.02,16.7,9.5
2007-04-03,372.0,381.0,370.0,376.25,376.395287571,40616.0,1430.0,15287671.0,13061.0,32.16,11.0,4.25
2007-04-02,389.95,391.0,369.0,371.25,378.615215731,52380.0,1802.0,19831865.0,24986.0,47.7,22.0,-18.7
2007-03-30,399.0,402.9,393.0,395.5,398.442896317,26986.0,845.0,10752380.0,8638.0,32.01,9.9,-3.5
2007-03-29,396.15,399.95,391.0,393.9,395.627195485,31542.0,731.0,12478873.0,12266.0,38.89,8.95,-2.25
2007-03-28,398.1,400.0,390.0,392.1,393.945021863,73411.0,1484.0,28919898.0,42427.0,57.79,10.0,-6.0
2007-03-26,414.75,414.75,400.0,401.7,407.394963629,43166.0,1009.0,17585611.0,23158.0,53.65,14.75,-13.05
2007-03-23,415.7,418.95,410.0,411.65,415.260826986,82710.0,2349.0,34346223.0,17833.0,21.56,8.95,-4.05
2007-03-22,407.8,422.4,406.2,411.2,415.185678152,144702.0,3156.0,60078198.0,45749.0,31.62,16.2,3.4
2007-03-21,405.0,407.0,396.5,402.4,402.617288914,34820.0,1287.0,14019134.0,7938.0,22.8,10.5,-2.6
2007-03-20,405.0,410.0,400.0,402.0,405.760214201,45378.0,1495.0,18412587.0,11057.0,24.37,10.0,-3.0
2007-03-19,398.0,406.0,395.0,401.25,400.704710435,31271.0,1207.0,12530437.0,7688.0,24.59,11.0,3.25
2007-03-16,402.0,407.25,390.3,393.75,397.446486169,51155.0,1773.0,20331375.0,14712.0,28.76,16.95,-8.25
2007-03-15,396.0,414.95,396.0,400.65,407.403492952,84284.0,2502.0,34337596.0,20567.0,24.4,18.95,4.65
2007-03-14,403.0,403.0,391.5,394.6,396.939842509,59178.0,1774.0,23490106.0,20479.0,34.61,11.5,-8.4
2007-03-12,412.85,418.9,402.0,404.4,410.337727139,50905.0,1462.0,20888242.0,16422.0,32.26,16.9,-8.45
2007-03-09,425.0,425.0,407.0,409.25,415.900399929,73263.0,2158.0,30470111.0,26395.0,36.03,18.0,-15.75
2007-03-08,404.9,422.0,394.05,418.95,408.667312647,90818.0,2860.0,37114348.0,27420.0,30.19,27.95,14.05
2007-03-07,419.0,427.75,398.0,402.15,411.083314022,73361.0,2149.0,30157483.0,24404.0,33.27,29.75,-16.85
